Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,domestic %,foregin %
2946,What Planet Are You From?,14145677,6291602,7854075,2000.csv,2000,0.4447720671128006,0.5552279328871994
2947,Godzilla Against MechaGodzilla,14122958,0,14122958,2002.csv,2002,0.0,1.0
2948,Football Days,14117202,0,14117202,2003.csv,2003,0.0,1.0
2949,Sword Art Online: Progressive - Aria of a Starless Night,14037060,1050000,12987060,2021.csv,2021,0.07480198845057298,0.925198011549427
2950,Osmosis Jones,14026418,13596911,429507,2001.csv,2001,0.9693787109438775,0.030621289056122526
2951,Ghosts of Mars,14010832,8709640,5301192,2001.csv,2001,0.621636174068749,0.3783638259312509
2952,Vizontele Tuuba,13954476,0,13954476,2004.csv,2004,0.0,1.0
2953,Idiots,13936317,0,13936317,2002.csv,2002,0.0,1.0
2954,Dirty Pretty Things,13904766,8112414,5792352,2002.csv,2002,0.5834268624153761,0.4165731375846239
2955,Bodies Bodies Bodies,13903816,11446602,2457214,2022.csv,2022,0.8232705323488171,0.17672946765118294
2956,Memory,13897255,7329043,6568212,2022.csv,2022,0.5273734273423061,0.4726265726576939
2957,Touching the Void,13885802,4593598,9292204,2003.csv,2003,0.33081258108102074,0.6691874189189793
2958,French Spies,13844465,0,13844465,2004.csv,2004,0.0,1.0
2959,House of the Dead,13818181,10249719,3568462,2003.csv,2003,0.7417560241829225,0.25824397581707753
2960,Juwanna Mann,13802599,13670733,131866,2002.csv,2002,0.9904462920352899,0.009553707964710124
2961,The Ladies Man,13743212,13616610,126602,2000.csv,2000,0.9907880341218632,0.009211965878136785
2962,Land of Legends,13732020,0,13732020,2022.csv,2022,0.0,1.0
2963,Christmas with the Chosen: The Messengers,13728000,13728000,0,2021.csv,2021,1.0,0.0
2964,American Outlaws,13678913,13342790,336123,2001.csv,2001,0.9754276527674385,0.024572347232561534
